,1,2,3,4,5,6
1914,2,22,23,24,33,34
1915,1,9,23,25,32,34
1916,2,7,16,19,23,32
1917,12,19,21,26,32,33
1918,5,14,20,21,23,28
1919,1,3,5,15,20,26
1920,1,2,5,10,11,24
1921,19,21,25,28,31,34
1922,6,8,9,17,27,29
1923,8,12,16,18,25,28
1924,1,11,14,16,26,27
1925,1,6,12,16,22,33
1926,1,5,8,24,25,28
1927,2,6,12,23,28,32
1928,3,12,13,20,28,32
1929,3,14,18,24,27,30
1930,9,15,16,18,25,27
1931,4,5,6,16,19,22
1932,1,3,7,24,29,30
1933,12,13,26,28,29,30
1934,6,10,16,22,27,29
1935,1,3,11,16,18,30
1936,4,5,21,22,32,34
1937,1,4,11,23,26,29
1938,1,2,8,12,31,33
1939,8,16,23,26,28,29
1940,8,11,14,17,25,29
1941,8,10,22,29,33,34
1942,2,3,5,20,31,32
1943,1,3,9,20,28,34
1944,14,18,19,26,27,34
1945,2,3,9,12,18,24
1946,2,4,13,17,19,26
1947,12,21,23,24,30,31
1948,16,18,20,21,28,32
1949,1,6,9,11,16,27
1950,2,7,15,21,30,34
1951,3,5,9,20,21,28
1952,3,7,9,18,20,30
1953,6,10,17,19,21,22
1954,1,8,17,21,33,34
1955,4,8,11,25,28,29
1956,2,5,10,11,16,17
1957,4,8,16,20,24,33
1958,2,15,19,24,32,33
1959,1,8,10,28,30,32
1960,1,10,15,18,22,34
1961,3,10,14,22,29,34
1962,1,2,8,20,26,33
1963,7,15,21,26,32,33
1964,6,11,15,25,29,31
1965,1,4,6,10,32,34
1966,5,13,16,18,19,28
1967,1,4,15,22,24,33
1968,5,14,15,23,25,34
1969,2,8,16,23,24,34
1970,6,20,23,26,29,32
1971,4,7,14,20,23,27
1972,1,11,14,18,20,29
1973,6,8,10,13,27,31
1974,2,3,22,27,29,32
1975,6,8,17,23,25,28
1976,2,7,11,15,21,24
1977,6,10,13,16,26,31
1978,5,9,18,20,31,34
1979,2,12,18,20,24,34
1980,7,8,11,13,14,23
1981,6,11,13,22,30,31
1982,5,10,15,21,24,32
1983,1,3,5,14,17,19
1984,6,10,12,17,20,26
1985,3,10,11,21,23,33
1986,8,13,15,19,21,24
1987,2,12,20,26,33,34
1988,1,15,18,19,33,34
1989,12,14,15,24,27,28
1990,5,8,14,15,17,24
1991,6,13,16,19,22,27
1992,6,16,19,25,29,30
1993,13,16,25,29,30,34
1994,6,14,21,32,33,34
1995,6,7,14,23,25,26
1996,1,9,15,18,27,31
1997,2,4,8,14,17,18
1998,3,17,20,23,26,32
1999,5,9,11,24,29,34
2000,4,5,8,13,18,20
2001,6,10,11,16,30,32
2002,6,11,18,24,29,33
2003,7,11,16,17,23,31
2004,7,8,17,21,24,31
2005,6,11,14,16,28,31
2006,6,15,17,27,30,32
2007,3,4,18,20,22,32
2008,7,8,10,14,20,21
2009,6,13,21,22,28,33
2010,8,10,11,14,31,32
2011,15,18,19,25,31,34
2012,2,12,20,26,29,31
2013,9,17,27,28,29,32
2014,2,5,8,18,24,25
2015,8,16,18,21,22,25
2016,7,8,9,23,30,34
2017,8,9,13,16,23,31
2018,3,8,10,20,30,31
2019,3,9,14,19,25,29
2020,6,10,23,24,30,34
2021,4,6,17,18,20,27
2022,3,18,20,28,29,32
2023,6,20,25,26,27,33
2024,1,3,10,22,30,32
2025,2,7,20,25,27,32
2026,5,10,16,19,21,27
2027,3,15,16,18,22,33
2028,1,5,8,10,29,31
2029,1,7,12,17,19,20
2030,8,14,16,21,28,30
2031,5,11,12,15,25,32
2032,3,4,9,23,29,30
2033,1,2,18,26,29,32
2034,1,9,22,24,25,26
2035,1,11,12,15,23,32
2036,1,8,12,13,21,30
2037,1,8,13,18,20,24
2038,10,12,19,21,26,30
2039,9,15,16,22,24,29
2040,1,3,16,20,21,26
2041,2,6,7,17,24,28
2042,5,9,10,29,30,34
2043,16,22,26,31,33,34
2044,5,9,12,17,25,30
2045,8,20,24,25,31,34
2046,5,8,9,21,23,33
2047,4,7,23,25,27,31
2048,7,9,16,18,21,26
2049,3,4,13,17,21,30
2050,1,11,13,18,25,30
2051,15,18,29,31,33,34
2052,8,13,21,24,29,31
2053,2,6,12,14,16,33
2054,11,16,19,24,25,29
2055,2,14,15,17,22,30
2056,8,13,17,20,27,34
2057,9,20,21,26,30,31
2058,3,11,23,26,31,33
2059,2,3,14,25,28,29
2060,11,12,16,22,23,29
2061,9,15,23,27,31,34
2062,1,2,9,17,25,26
2063,2,4,9,20,25,28
2064,1,3,18,21,23,32
2065,2,9,11,15,16,19
2066,6,10,19,21,25,26
2067,10,11,12,14,18,21
2068,3,8,9,14,20,24
2069,8,9,19,21,26,31
2070,3,12,13,18,28,29
2071,1,5,15,26,32,34
2072,3,13,14,17,23,24
2073,3,4,12,13,17,19
2074,3,4,13,22,24,28
2075,2,10,12,13,20,27
2076,2,4,6,10,11,17
2077,7,10,14,18,22,32
2078,7,8,11,12,13,22
2079,3,6,7,18,24,25
2080,2,4,17,18,21,34
2081,6,9,19,21,30,33
2082,8,15,20,24,29,33
2083,1,5,8,10,18,23
2084,8,9,17,19,26,27
2085,1,2,4,10,11,13
2086,2,3,12,17,24,33
2087,3,4,6,7,14,20
2088,9,17,20,28,30,34
2089,2,8,9,15,27,33
2090,2,7,19,21,24,28
2091,2,8,16,22,23,34
2092,1,5,9,15,21,32
2093,10,13,19,31,32,33
2094,5,11,15,16,19,27
2095,5,6,11,15,29,33
2096,7,16,20,23,27,33
2097,1,9,10,27,32,34
2098,7,10,19,30,33,34
2099,2,9,11,19,22,23
2100,2,3,14,28,30,34
2101,19,24,27,29,32,33
2102,9,13,16,24,33,34
2103,1,4,9,22,24,26
2104,2,4,8,11,23,24
2105,9,12,18,22,31,33
2106,2,4,9,10,24,26
2107,1,4,12,17,18,30
2108,1,11,13,15,20,21
2109,7,19,27,29,30,33
2110,6,13,15,18,22,27
2111,1,6,11,15,19,26
2112,7,8,9,10,23,27
2113,10,17,25,26,27,30
2114,14,22,25,28,30,34
2115,6,8,15,25,26,28
2116,5,14,15,16,17,20
2117,5,9,12,24,27,30
2118,2,6,8,16,17,19
2119,10,12,16,22,28,32
2120,2,5,11,23,24,25
2121,5,7,21,22,28,33
2122,16,19,20,22,28,31
2123,6,14,18,19,27,33
2124,5,7,9,11,24,34
2125,3,14,18,24,31,34
2126,8,14,21,23,27,29
2127,8,14,19,27,28,34
2128,6,9,14,20,28,32
2129,2,4,11,20,24,25
2130,9,11,17,19,22,27
2131,2,5,19,24,30,34
2132,10,11,13,14,17,21
2133,2,19,27,29,31,32
2134,10,11,13,15,30,32
2135,2,21,22,24,25,26
2136,11,15,18,20,22,28
2137,1,7,9,16,26,33
2138,4,7,20,21,26,32
2139,4,6,8,19,29,31
2140,2,9,13,15,16,18
2141,3,6,8,13,14,32
2142,6,7,10,12,29,32
2143,3,4,7,14,27,29
